"Question","Answer"
"Question: solve C1 = D1^(x/5) for x.","Answer: C1 = D1^(x/5) --> Take the natural log of both sides. ln(C1) = ln(D1^(x/5)) --> Use logarithm properties. ln(C1) = (x/5) * ln(D1) --> Solve for x. x = 5 * ln(C1) / ln(D1)"
"Question: solve E1 = F1^(-2x+y) for x.","Answer: E1 = F1^(-2x+y) --> Take the natural log of both sides. ln(E1) = ln(F1^(-2x+y)) --> Use logarithm properties. ln(E1) = (-2x+y) * ln(F1) --> If another equation is given for y, solve for x."
"Question: solve G1 = H1^(x/3 + 2) for x.","Answer: G1 = H1^(x/3 + 2) --> Take the natural log of both sides. ln(G1) = ln(H1^(x/3 + 2)) --> Use logarithm properties. ln(G1) = (x/3 + 2) * ln(H1) --> Solve for x. x = 3*(ln(G1)/ln(H1) - 2)"
"Question: solve I1 = J1^(4x - 2y) for x.","Answer: I1 = J1^(4x - 2y) --> Take the natural log of both sides. ln(I1) = ln(J1^(4x - 2y)) --> Use logarithm properties. ln(I1) = (4x - 2y) * ln(J1) --> If another equation is given for y, solve for x."
"Question: solve A^x = B for x.","Answer: A^x = B --> Take the natural log of both sides. ln(A^x) = ln(B) --> Use logarithm properties. x * ln(A) = ln(B) --> Solve for x. x = ln(B) / ln(A)"
"Question: solve Cx^2 + D = E for x.","Answer: Cx^2 + D = E --> Subtract D from both sides. Cx^2 = E - D --> Divide by C. x^2 = (E - D) / C --> Take the square root. x = ±√((E - D) / C)"
"Question: solve Fx^3 = G for x.","Answer: Fx^3 = G --> Divide by F. x^3 = G/F --> Take the cube root. x = ∛(G/F)"
"Question: solve H = x^2 + Ix + J for x.","Answer: H = x^2 + Ix + J --> Set equal to zero. x^2 + Ix + (J - H) = 0 --> Use quadratic formula or factoring to solve for x."
"Question: solve K = Lx^4 + M for x.","Answer: K = Lx^4 + M --> Subtract M from both sides. Lx^4 = K - M --> Divide by L. x^4 = (K - M) / L --> Take the fourth root. x = 4√((K - M) / L)"
"Question: solve Nx^2 - Ox + P = Q for x.","Answer: Nx^2 - Ox + P = Q --> Set equal to zero. Nx^2 - Ox + (P - Q) = 0 --> Use quadratic formula or factoring to solve for x."
"Question: solve R = x^3 - Sx for x.","Answer: R = x^3 - Sx --> Set equal to zero. x^3 - Sx - R = 0 --> Use factoring or polynomial methods to solve for x."
"Question: solve Tx^5 + U = V for x.","Answer: Tx^5 + U = V --> Subtract U from both sides. Tx^5 = V - U --> Divide by T. x^5 = (V - U) / T --> Take the fifth root. x = 5√((V - U) / T)"
"Question: factorize x^2 + Ax + B.","Answer: Depending on values of A and B, this is a generic quadratic. Without specific numbers, we cannot factor it definitively."
"Question: factorize x^2 - C^2.","Answer: x^2 - C^2 = (x + C)(x - C)"
"Question: factorize D^2x^2 - E^2.","Answer: D^2x^2 - E^2 = (Dx + E)(Dx - E)"
"Question: factorize Fx^2 + GxH.","Answer: Using grouping, if coefficients allow, Fx^2 + GxH can be factored into common terms and binomials. Without specific coefficients, exact factorization is unclear."
"Question: factorize x^3 - I^3.","Answer: x^3 - I^3 = (x - I)(x^2 + Ix + I^2)"
"Question: factorize x^3 + J^3.","Answer: x^3 + J^3 = (x + J)(x^2 - Jx + J^2)"
"Question: factorize Kx^3 - L^3x.","Answer: Kx^3 - L^3x = x(Kx^2 + Lx + L^2)"
"Question: factorize Mx^2 + Nx + O.","Answer: This is a generic quadratic expression. Without specific values for M, N, and O, definitive factorization is not possible."
"Question: factorize x^2 - P^2.","Answer: x^2 - P^2 = (x + P)(x - P)"
"Question: factorize Q^2x^2 - R^2.","Answer: Q^2x^2 - R^2 = (Qx + R)(Qx - R)"
"Question: factorize Sx^3 + Tx^2U.","Answer: By grouping, and if coefficients allow, Sx^3 + Tx^2U can potentially be factored into common terms and binomials. Exact factorization depends on the values of S and T."
"Question: factorize x^4 - V^4.","Answer: x^4 - V^4 = (x^2 + V^2)(x^2 - V^2) = (x^2 + V^2)(x + V)(x - V)"
"Question: factorize Wx^2 + XxY + Z.","Answer: This is another generic quadratic. Definitive factorization depends on the relationship between W, X, and Y."
"Question: factorize A^3x^3 - B^3.","Answer: A^3x^3 - B^3 = (Ax - B)(A^2x^2 + ABx + B^2)"
"Question: factorize Cx^2 - Dx - E.","Answer: This is a generic quadratic expression. Without specific values for C, D, and E, definitive factorization is not possible."
"Question: expand (x + A)(x + B).","Answer: (x + A)(x + B) = x^2 + Bx + Ax + AB = x^2 + (A + B)x + AB"
"Question: expand (C + x)(D - x).","Answer: (C + x)(D - x) = CD - Cx + Dx - x^2 = -x^2 + (D - C)x + CD"
"Question: expand x(E + Fx).","Answer: x(E + Fx) = Ex + Fx^2"
"Question: expand (x - G)(x + H).","Answer: (x - G)(x + H) = x^2 + Hx - Gx - GH = x^2 + (H - G)x - GH"
"Question: expand Ix(Jx + K).","Answer: Ix(Jx + K) = IJx^2 + IKx"
"Question: expand (Lx - M)(x + N).","Answer: (Lx - M)(x + N) = Lx^2 + LNx - Mx - MN = Lx^2 + (L - M)x - MN"
"Question: expand (O + Px)(Q - Rx).","Answer: (O + Px)(Q - Rx) = OQ - ORx + PQx - P^2x^2 = -P^2x^2 + (PQ - OR)x + OQ"
"Question: expand (T + x)(U + x).","Answer: (T + x)(U + x) = x^2 + Ux + Tx + TU = x^2 + (T + U)x + TU"
"Question: expand (Vx + W)(x - Y).","Answer: (Vx + W)(x - Y) = Vx^2 - VYx + Wx - WY = Vx^2 + (W - VY)x - WY"
"Question: expand Z(x + A)(B + x).","Answer: Z(x + A)(B + x) = Z(x^2 + Bx + Ax + AB) = Zx^2 + (A + B)Zx + ZAB"
"Question: expand (x + C)(x - D)(E + x).","Answer: First, expand two binomials, then distribute the third term. Result varies based on C, D, and E."
"Question: expand Fx(G + Hx).","Answer: Fx(G + Hx) = FGx + FHx^2"
"Question: expand (I - x)(x + J)(K - x).","Answer: First, expand two binomials, then distribute the third term. Result varies based on I, J, and K."
"Question: expand L(Mx + N)(Ox - P).","Answer: L(Mx + N)(Ox - P) = L(MOx^2 - MPx + NOx - NP) = LMOx^2 + (NO - MP)Lx - LNP"
"Question: expand (Q + R)(S + T).","Answer: (Q + R)(S + T) = QS + QT + RS + RT = QS + (QT + RS) + RT"
"Question: expand (Ux + V)(W - x).","Answer: (Ux + V)(W - x) = UxW - Ux^2 + VW - Vx = -Ux^2 + (UW - V)x + VW"
"Question: expand X(x + Y)(Z + x).","Answer: X(x + Y)(Z + x) = X(x^2 + Zx + Yx + YZ) = Xx^2 + (Y + Z)Xx + XYz"
"Question: expand (A + Bx)(C + Dx).","Answer: (A + Bx)(C + Dx) = AC + ADx + BCx + BDx^2 = BDx^2 + (AD + BC)x + AC"
"Question: expand E(Fx - G)(H + Ix).","Answer: E(Fx - G)(H + Ix) = EFxH + EFxIx - EGh - EGx = EFHx + (EFI - EG)x - EGH"
"Question: expand (J + Kx)(Lx - M).","Answer: (J + Kx)(Lx - M) = JLx - JM + KLx^2 - KMx = KLx^2 + (JL - KM)x - JM"
"Question: expand Nx(O + Px)(Qx - R).","Answer: Nx(O + Px)(Qx - R) = Nx(OQx - OR + PQx^2 - PRx) = NPQx^2 + (OQ - PR)Nx - NRx"
"Question: simplify (Ax/B) + (Cx/D).","Answer: Common denominator = BD. (Ax/B) + (Cx/D) = (ADx + BCx) / BD"
"Question: simplify (Ex/F) - (Gx/H).","Answer: Common denominator = FH. (Ex/F) - (Gx/H) = (EHx - FGx) / FH"
"Question: multiply (Ix/J) * (Kx/L).","Answer: (Ix/J) * (Kx/L) = (IKx^2) / (JL)"
"Question: divide (Mx/N) ÷ (Ox/P).","Answer: (Mx/N) ÷ (Ox/P) = (Mx * P) / (Ox * N) = MPx/OxN if Ox ≠ 0"
"Question: simplify complex fraction (Qx/R)/(Sx/T).","Answer: (Qx/R)/(Sx/T) = (Qx * T) / (R * Sx) = QTx/RSx if Sx ≠ 0"
"Question: factor the rational expression (Ux^2 - V^2) / (Wx + X).","Answer: Using difference of squares: (Ux^2 - V^2) = (Ux + V)(Ux - V). So, (Ux^2 - V^2) / (Wx + X) = (Ux + V)(Ux - V) / (Wx + X)"
"Question: find the excluded values for Yx/Zx.","Answer: The value for which the denominator is zero. Zx = 0 is the excluded value, hence x = 0."
Question: simplify (Ax^2 + Bx) / x.","Answer: By factoring out x: (Ax^2 + Bx) / x = Ax + B if x ≠ 0"
"Question: simplify (Cx^2 - Dx) / (Ex - F).","Answer: Factor if possible, but without concrete coefficients, definitive simplification is unclear."
"Question: multiply (Gx/H) * (I/Jx).","Answer: (Gx/H) * (I/Jx) = (GI) / (HJ) if x ≠ 0"
"Question: divide (K/Lx) ÷ (Mx/N).","Answer: (K/Lx) ÷ (Mx/N) = (K * N) / (L * Mx^2) if x ≠ 0"
"Question: simplify complex fraction (Ox/P)/(Qx/R).","Answer: (Ox/P)/(Qx/R) = (Ox * R) / (P * Qx) = ORx/PQx if Qx ≠ 0"
"Question: factor the rational expression (Sx^3 - Tx^2) / x.","Answer: Factoring out x^2: (Sx^3 - Tx^2) / x = Sx^2 - Tx if x ≠ 0"
"Question: find the excluded values for Ux^2/V.","Answer: None. Since the denominator does not contain x, no values of x are excluded."
"Question: simplify (Wx + X) / (Yx - Z).","Answer: Without specific values, definitive simplification is unclear. But if W/Y ≠ X/Z, further simplification may not be possible."
"Question: multiply (A^2/Bx) * (Cx/D^2).","Answer: (A^2/Bx) * (Cx/D^2) = (A^2Cx) / (BxD^2) if x ≠ 0"
"Question: divide (Ex^2/F) ÷ (Gx/H).","Answer: (Ex^2/F) ÷ (Gx/H) = (Ex^2 * H) / (FGx) = EHx/F^2 if G ≠ 0"
"Question: simplify (Ix^3 + J) / (Kx^2 - L).","Answer: Without specific coefficients, definitive simplification is unclear."
"Question: factor the rational expression (Mx^4 - Nx^2) / x.","Answer: Factoring out x^2: (Mx^4 - Nx^2) / x = Mx^3 - Nx if x ≠ 0"
"Question: simplify (Ox + P^2) / (Q + Rx).","Answer: Without specific values, definitive simplification is unclear."
"Question: multiply (S/Tx^2) * (Ux/V).","Answer: (S/Tx^2) * (Ux/V) = (SU) / (TVx) if x ≠ 0"
"Question: divide (Wx^3/X) ÷ (Yx/Z).","Answer: (Wx^3/X) ÷ (Yx/Z) = (Wx^3 * Z) / (XYx) = WZx^2/XY if Y ≠ 0"
"Question: simplify complex fraction (Ax^2 + B) / (Cx/Dx).","Answer: (Ax^2 + B) / (Cx/Dx) = Dx(Ax^2 + B) / Cx = ADx^3 + BDx/Cx if Cx ≠ 0"
"Question: factor the rational expression (Ex^5 - Fx^3) / x.","Answer: Factoring out x^3: (Ex^5 - Fx^3) / x = Ex^4 - Fx^2 if x ≠ 0"
"Question: simplify (Gx - H) / (Ix^2 + Jx).","Answer: Without specific values, definitive simplification is unclear."
"Question: multiply (K/L) * (Mx^2/N).","Answer: (K/L) * (Mx^2/N) = KMx^2/LN"
"Question: divide (Ox/P) ÷ (Q/Rx^3).","Answer: (Ox/P) ÷ (Q/Rx^3) = (Ox * Rx^3) / PQ = ORx^4/PQ if Q ≠ 0"
"Question: solve for x, Ax + B > C.","Answer: Subtract B from both sides: Ax > C - B. Divide by A: x > (C - B) / A if A > 0. If A < 0, the inequality direction changes: x < (C - B) / A."
"Question: solve for x, Dx - E ≤ Fx + G.","Answer: Combine like terms: (D - F)x ≤ E + G. Solve for x: x ≤ (E + G) / (D - F) if D - F > 0. If D - F < 0, the inequality direction changes: x ≥ (E + G) / (D - F)."
"Question: solve for x, Hx / I ≥ Jx - K.","Answer: Clear the fraction by multiplying by I: Hx ≥ I(Jx - K). Distribute and solve for x."
"Question: solve for x, Lx^2 + Mx < Nx + O.","Answer: Rearrange terms: Lx^2 + (M - N)x - O < 0. Factor if possible, then use the test point method or the quadratic formula."
"Question: solve for x, Px^2 - Q ≤ R.","Answer: Rearrange terms: Px^2 - Q - R ≤ 0. Factor if possible, then determine where the quadratic is nonpositive."
"Question: solve for x, Sx / (Tx - U) > V.","Answer: Cross multiply if Tx - U ≠ 0 and solve the resulting inequality. Note: Check the sign of (Tx - U) as multiplication or division by a negative number will reverse the inequality."
"Question: solve for x, W - Xx ≤ Yx^2 + Z.","Answer: Rearrange to get a quadratic inequality: Yx^2 + (X + Z)x - W ≤ 0. Factor if possible, and determine the solution interval."
"Question: solve for x, Ax^3 + B > Cx^2 + D.","Answer: Rearrange terms: Ax^3 - Cx^2 + B - D > 0. Determine the factors and critical points, then test the intervals."
"Question: solve for x, Ex^2 + Fx ≤ Gx^3 + Hx + I.","Answer: Rearrange terms: Ex^2 - Gx^3 + (F - H)x - I ≤ 0. Determine the factors and critical points, then test the intervals."
"Question: solve for x, J/K > Lx/M.","Answer: Cross-multiply to get rid of the fraction: JM > KLx. Solve for x: x < JM/KL if KL > 0. If KL < 0, the inequality direction changes: x > JM/KL."
"Question: solve for x, Nx^4 - Ox^2 ≤ Px.","Answer: Factor the left-hand side if possible. Determine the zeros and test the intervals to find where the polynomial is nonpositive."
"Question: solve for x, Qx^2 + Rx + S > 0.","Answer: Factor the quadratic if possible. If not, use the discriminant to determine the number of real solutions and then test the intervals."
"Question: solve for x, Tx^3 ≤ Ux + V.","Answer: Rearrange terms: Tx^3 - Ux - V ≤ 0. Determine the factors and critical points, then test the intervals."
"Question: solve for x, Wx^2 > X.","Answer: Rearrange terms: Wx^2 - X > 0. Factor if possible and determine where the quadratic is positive."
"Question: solve for x, Yx + Z ≤ A^2x^3 + B^2.","Answer: Rearrange to get: A^2x^3 - Yx + (B^2 - Z) ≤ 0. Factor if possible, and determine the solution interval."
"Question: solve for x, C^2x^2 > Dx^4 + E^2.","Answer: Rearrange to get: C^2x^2 - Dx^4 - E^2 > 0. Factor if possible, and determine where the polynomial is positive."
"Question: solve for x, F^2 - G^2x ≤ H^2x^3 + I^2.","Answer: Rearrange to get: H^2x^3 + G^2x + (I^2 - F^2) ≤ 0. Determine the factors and critical points, then test the intervals."
"Question: solve for x, Jx^4 + Kx^2 < Lx^3 + M.","Answer: Rearrange terms: Jx^4 - Lx^3 + Kx^2 - M < 0. Determine the factors and critical points, then test the intervals."
"Question: solve for x, Nx - O ≤ Px^2.","Answer: Rearrange terms: Px^2 - Nx + O ≤ 0. Factor if possible and determine where the quadratic is nonpositive."
"Question: solve for x, Q^2 > Rx^2 + Sx + T.","Answer: Rearrange to get: -Rx^2 - Sx + (Q^2 - T) > 0. Determine the factors and critical points, then test the intervals."
"Question: solve for x, Ux^3 + Vx > Wx^2.","Answer: Rearrange terms: Ux^3 - Wx^2 + Vx > 0. Determine the factors and critical points, then test the intervals."
"Question: solve for x, Xx + Y ≤ Zx^3.","Answer: Rearrange to get: Zx^3 - Xx - Y ≤ 0. Factor if possible, and determine the solution interval."
"Question: solve for x, Ax^4 < Bx^2 + Cx.","Answer: Rearrange terms: Ax^4 - Bx^2 - Cx < 0. Determine the factors and critical points, then test the intervals."
"Question: solve for x, Dx^5 + Ex^3 ≥ Fx^4.","Answer: Rearrange terms: Dx^5 - Fx^4 + Ex^3 ≥ 0. Determine the factors and critical points, then test the intervals."
"Question: solve for x, Gx^2 + H < Ix.","Answer: Rearrange terms: Gx^2 - Ix + H < 0. Factor if possible and determine where the quadratic is negative."
"Question: solve for x, Jx^3 ≤ Kx^2 + L.","Answer: Rearrange to get: Jx^3 - Kx^2 - L ≤ 0. Factor if possible, and determine the solution interval."
"Question: solve for x, Mx^4 > Nx + O.","Answer: Rearrange to get: Mx^4 - Nx - O > 0. Determine the factors and critical points, then test the intervals."
"Question: solve for x, |Ax + B| = C.","Answer: Either Ax + B = C or Ax + B = -C. Solve each equation for x."
"Question: solve for x, |Dx - E| > F.","Answer: Either Dx - E > F or Dx - E < -F. Solve each inequality for x."
"Question: solve for x, |Gx^2 + Hx| ≤ I.","Answer: The expression inside the absolute value is either nonnegative (Gx^2 + Hx ≤ I and Gx^2 + Hx ≥ 0) or nonpositive (Gx^2 + Hx ≥ -I and Gx^2 + Hx ≤ 0). Solve for x in each case."
"Question: solve for x, |Jx^3 - K| > L.","Answer: Either Jx^3 - K > L or Jx^3 - K < -L. Solve each inequality for x."
"Question: solve for x, |Mx + N| = O^2.","Answer: Either Mx + N = O^2 or Mx + N = -O^2. Solve each equation for x."
"Question: solve for x, |Px^2 - Q| ≤ R^2.","Answer: The expression inside the absolute value is either nonnegative (Px^2 - Q ≤ R^2 and Px^2 - Q ≥ 0) or nonpositive (Px^2 - Q ≥ -R^2 and Px^2 - Q ≤ 0). Solve for x in each case."
"Question: solve for x, |Sx^3 + T| > U^2.","Answer: Either Sx^3 + T > U^2 or Sx^3 + T < -U^2. Solve each inequality for x."
"Question: solve for x, |Vx + W| = X^3.","Answer: Either Vx + W = X^3 or Vx + W = -X^3. Solve each equation for x."
"Question: solve for x, |Yx^2 - Z| ≤ A^3.","Answer: The expression inside the absolute value is either nonnegative (Yx^2 - Z ≤ A^3 and Yx^2 - Z ≥ 0) or nonpositive (Yx^2 - Z ≥ -A^3 and Yx^2 - Z ≤ 0). Solve for x in each case."
"Question: solve for x, |B^4x^3 + C^4| > D^4.","Answer: Either B^4x^3 + C^4 > D^4 or B^4x^3 + C^4 < -D^4. Solve each inequality for x."
"Question: solve for x, |Ex^2 + F| = G^2.","Answer: Either Ex^2 + F = G^2 or Ex^2 + F = -G^2. Solve each equation for x."
"Question: solve for x, |Hx^3 - I| ≤ J.","Answer: The expression inside the absolute value is either nonnegative (Hx^3 - I ≤ J and Hx^3 - I ≥ 0) or nonpositive (Hx^3 - I ≥ -J and Hx^3 - I ≤ 0). Solve for x in each case."
"Question: solve for x, |Kx + L^2| > M.","Answer: Either Kx + L^2 > M or Kx + L^2 < -M. Solve each inequality for x."
"Question: solve for x, |Nx^2 - O| = P^3.","Answer: Either Nx^2 - O = P^3 or Nx^2 - O = -P^3. Solve each equation for x."
"Question: solve for x, |Qx^4 + R| ≤ S^2.","Answer: The expression inside the absolute value is either nonnegative (Qx^4 + R ≤ S^2 and Qx^4 + R ≥ 0) or nonpositive (Qx^4 + R ≥ -S^2 and Qx^4 + R ≤ 0). Solve for x in each case."
"Question: solve for x, |Tx^5 - U^3| > V.","Answer: Either Tx^5 - U^3 > V or Tx^5 - U^3 < -V. Solve each inequality for x."
"Question: solve for x, |Wx + X^4| = Y.","Answer: Either Wx + X^4 = Y or Wx + X^4 = -Y. Solve each equation for x."
"Question: solve for x, |Zx^2 + A^5| ≤ B^4.","Answer: The expression inside the absolute value is either nonnegative (Zx^2 + A^5 ≤ B^4 and Zx^2 + A^5 ≥ 0) or nonpositive (Zx^2 + A^5 ≥ -B^4 and Zx^2 + A^5 ≤ 0). Solve for x in each case."
"Question: solve for x, |C^6x^3 - D| > E^3.","Answer: Either C^6x^3 - D > E^3 or C^6x^3 - D < -E^3. Solve each inequality for x."
"Question: solve for x, |F^2x - G^6| = H^4.","Answer: Either F^2x - G^6 = H^4 or F^2x - G^6 = -H^4. Solve each equation for x."
"Question: solve for x, |Ix^3 + J^2| = K.","Answer: Either Ix^3 + J^2 = K or Ix^3 + J^2 = -K. Solve each equation for x."
"Question: solve for x, |Lx^4 - M^3| ≤ N.","Answer: The expression inside the absolute value is either nonnegative (Lx^4 - M^3 ≤ N and Lx^4 - M^3 ≥ 0) or nonpositive (Lx^4 - M^3 ≥ -N and Lx^4 - M^3 ≤ 0). Solve for x in each case."
"Question: solve for x, |Ox + P^4| > Q^2.","Answer: Either Ox + P^4 > Q^2 or Ox + P^4 < -Q^2. Solve each inequality for x."
"Question: solve for x, |Rx^2 + S| = T^5.","Answer: Either Rx^2 + S = T^5 or Rx^2 + S = -T^5. Solve each equation for x."
"Question: solve for x, |Ux^5 - V| ≤ W^3.","Answer: The expression inside the absolute value is either nonnegative (Ux^5 - V ≤ W^3 and Ux^5 - V ≥ 0) or nonpositive (Ux^5 - V ≥ -W^3 and Ux^5 - V ≤ 0). Solve for x in each case."
"Question: solve for x, |Xx^6 + Y^3| > Z.","Answer: Either Xx^6 + Y^3 > Z or Xx^6 + Y^3 < -Z. Solve each inequality for x."
"Question: solve for x, |Ax^7 - B^4| = C^2.","Answer: Either Ax^7 - B^4 = C^2 or Ax^7 - B^4 = -C^2. Solve each equation for x."
"Question: solve for x, |Dx^8 + E| ≤ F^5.","Answer: The expression inside the absolute value is either nonnegative (Dx^8 + E ≤ F^5 and Dx^8 + E ≥ 0) or nonpositive (Dx^8 + E ≥ -F^5 and Dx^8 + E ≤ 0). Solve for x in each case."
"Question: solve for x, |Gx - H^6| > I^4.","Answer: Either Gx - H^6 > I^4 or Gx - H^6 < -I^4. Solve each inequality for x."
"Question: solve for x, |Jx^9 + K^2| = L^3.","Answer: Either Jx^9 + K^2 = L^3 or Jx^9 + K^2 = -L^3. Solve each equation for x."
"Question: If A is to B as C is to D, find A in terms of B, C, and D.","Answer: A/B = C/D --> A = (B*C)/D."
"Question: If the ratio of E to F is G:H, what is E in terms of F, G, and H?","Answer: E/F = G/H --> E = (F*G)/H."
"Question: In a ratio I:J:K, if J is L times K, express I in terms of J, K, and L.","Answer: J = L*K, so I:J:K = I:L*K:K."
"Question: If M is directly proportional to N, and M = O when N = P, find M in terms of N, O, and P.","Answer: M/N = O/P --> M = (N*O)/P."
"Question: Q and R are inversely proportional. If Q = S when R = T, find Q in terms of R, S, and T.","Answer: Q*R = S*T --> Q = (S*T)/R."
"Question: If U, V, and W are in the ratio X:Y:Z and U+V+W = A, express U in terms of A, X, Y, and Z.","Answer: U/A = X/(X+Y+Z) --> U = (A*X)/(X+Y+Z)."
"Question: B and C are inversely proportional. If B = D when C = E, find B in terms of C, D, and E.","Answer: B*C = D*E --> B = (D*E)/C."
"Question: F is directly proportional to G, and F = H when G = I, find F in terms of G, H, and I.","Answer: F/G = H/I --> F = (G*H)/I."
"Question: J, K, and L are in the ratio M:N:O, and J+K+L = P, express J in terms of P, M, N, and O.","Answer: J/P = M/(M+N+O) --> J = (P*M)/(M+N+O)."
"Question: Q is to R as S is to T, find Q in terms of R, S, and T.","Answer: Q/R = S/T --> Q = (R*S)/T."
"Question: If U is to V as W is to X, determine U in terms of V, W, and X.","Answer: U/V = W/X --> U = (V*W)/X."
"Question: The ratio of A to B is C:D. How is A represented in terms of B, C, and D?","Answer: A/B = C/D --> A = (B*C)/D."
"Question: In a proportion E:F:G, if F is H times G, express E in relation to F, G, and H.","Answer: F = H*G, so E:F:G = E:H*G:G."
"Question: If I is directly related to J, and I = K when J = L, determine I in terms of J, K, and L.","Answer: I/J = K/L --> I = (J*K)/L."
"Question: M and N are inversely related. When M is O, N is P. Express M in terms of N, O, and P.","Answer: M*N = O*P --> M = (O*P)/N."
"Question: R, S, and T are in the proportion U:V:W, with the sum being X. How is R represented in terms of X, U, V, and W?","Answer: R/X = U/(U+V+W) --> R = (X*U)/(U+V+W)."
"Question: If Y is directly proportional to Z, and Y = A when Z = B, express Y in terms of Z, A, and B.","Answer: Y/Z = A/B --> Y = (Z*A)/B."
"Question: C, D, and E are in the ratio F:G:H, with their total being I. Represent C in relation to I, F, G, and H.","Answer: C/I = F/(F+G+H) --> C = (I*F)/(F+G+H)."
"Question: J is to K as L is to M. What is J in terms of K, L, and M?","Answer: J/K = L/M --> J = (K*L)/M."
"Question: If N is inversely related to O, and N = P when O = Q, represent N using O, P, and Q.","Answer: N*O = P*Q --> N = (P*Q)/O."
"Question: If A is inversely proportional to B, and A = C when B = D, find A in terms of B, C, and D.","Answer: A*B = C*D --> A = (C*D)/B."
"Question: The ratio of E to F is G:H. If the product of E and F is I, express E in terms of F, G, H, and I.","Answer: E/F = G/H --> E^2 = (I*G^2)/(H^2) --> E = √[(I*G^2)/(H^2)]."
"Question: J is directly proportional to the square of K. If J = L when K = M, determine J in terms of K, L, and M.","Answer: J/K^2 = L/M^2 --> J = L(K^2/M^2)."
"Question: If N and O are inversely proportional, and the sum of N and O is P, express N in terms of O and P.","Answer: N*O = constant --> N = P - O."
"Question: Q and R are in the ratio S:T. If the difference between Q and R is U, determine Q in terms of R, S, T, and U.","Answer: Q/R = S/T --> Q = R(S/T) --> Q = R + U."
"Question: V, W, and X are in the proportion Y:Z:A, and V-W = B. How is V expressed in terms of W, X, Y, Z, and A?","Answer: V/W = Y/Z --> V = W(Y/Z) --> V = W + B."
"Question: If C is directly proportional to the cube of D, and C = E when D = F, find C in terms of D, E, and F.","Answer: C/D^3 = E/F^3 --> C = E(D^3/F^3)."
"Question: G, H, and I are in the ratio J:K:L, and G/H = M. What is G in terms of H, I, J, K, and L?","Answer: G/H = J/K --> G = H(J/K)."
"Question: If N is inversely proportional to the square of O, and N = P when O = Q, represent N using O, P, and Q.","Answer: N*O^2 = P*Q^2 --> N = (P*Q^2)/O^2."
"Question: R and S are in the proportion T:U. If R-S = V, how is R represented in relation to S, T, and U?","Answer: R/S = T/U --> R = S(T/U) --> R = S + V."
"Question: If A's relation to B is as C's relation to D, and A - B = E, determine A in terms of B, C, D, and E.","Answer: A/B = C/D --> A = (B*C)/D --> A = B + E."
"Question: The proportion of F to G is H:I. If the product of F and G is J, express F using G, H, I, and J.","Answer: F/G = H/I --> F = (G*H)/I --> F = √(J*H^2/I^2)."
"Question: K is in direct relation with the square of L. When K = M, L = N, deduce K in relation to L, M, and N.","Answer: K/L^2 = M/N^2 --> K = M(L^2/N^2)."
"Question: The inverse relationship of O and P results in a sum of Q. Write O in terms of P and Q.","Answer: O = Q - P."
"Question: R, S, and T exhibit the ratio U:V:W. If R+S = X, express R in terms of S, T, U, V, and W.","Answer: R/S = U/V --> R = S(U/V) --> R = (X*T)/(V+W)."
"Question: Z's direct relationship with the cube of A results in Z = B when A = C. Find Z using A, B, and C.","Answer: Z/A^3 = B/C^3 --> Z = B(A^3/C^3)."
"Question: D, E, and F's ratio is G:H:I. If D/E = J, determine D in terms of E, F, G, H, and I.","Answer: D/E = G/H --> D = E(G/H)."
"Question: K is inversely related to the square of L. If K = M when L = N, express K using L, M, and N.","Answer: K*L^2 = M*N^2 --> K = (M*N^2)/L^2."
"Question: O's relation to P mirrors Q's to R. If O+P = S, how can O be represented concerning P, Q, R, and S?","Answer: O/P = Q/R --> O = P(Q/R) --> O = S - P."
"Question: T and U's proportionality is V:W. When T-U = X, how is T described in relation to U, V, and W?","Answer: T/U = V/W --> T = U(V/W) --> T = U + X."
"Question: Simplify A(B + C) + D(E - F).","Answer: AB + AC + DE - DF."
"Question: Solve for x: A(x + B) = C.","Answer: x = C/A - B."
"Question: Solve for y: D^2y - E = F.","Answer: y = (E + F)/D^2."
"Question: Factorize G^2 - H^2.","Answer: (G + H)(G - H)."
"Question: Factorize I^3 - I.","Answer: I(I^2 - 1)."
"Question: Simplify J(K + L + M).","Answer: JK + JL + JM."
"Question: Simplify (N/O) + (P/Q).","Answer: (NQ + OP)/(OQ)."
"Question: Solve for R: (R/S) = T.","Answer: R = T * S."
"Question: Solve for U: VU > W.","Answer: U > W/V."
"Question: Solve for X: X^2 ≤ Y.","Answer: X ≤ √Y."
"Question: Solve for Z: |Z - A| = B.","Answer: Z = A ± B."
"Question: If C is to D as E is to F, find C.","Answer: C/D = E/F --> C = (D * E)/F."
"Question: Solve for G: G^2 + H^2 = I.","Answer: G = √(I - H^2)."
"Question: Simplify: J + K - J.","Answer: K."
"Question: Simplify A(B + C) + D(E - F).","Answer: AB + AC + DE - DF."
"Question: Solve for x: A(x + B) = C.","Answer: x = C/A - B."
"Question: Solve for y: D^2y - E = F.","Answer: y = (E + F)/D^2."
"Question: Factorize G^2 - H^2.","Answer: (G + H)(G - H)."
"Question: Factorize I^3 - I.","Answer: I(I^2 - 1)."
"Question: Simplify J(K + L + M).","Answer: JK + JL + JM."
"Question: Simplify (N/O) + (P/Q).","Answer: (NQ + OP)/(OQ)."
"Question: Solve for R: (R/S) = T.","Answer: R = T * S."
